country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,notes
IRN,Iran,1961,20,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1965v4,
IRN,Iran,1962,20,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1963,20,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1964,20,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1965,20,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1965v4,flag=estimate
IRN,Iran,1968,44,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1970v3,flag=revised
IRN,Iran,1969,52,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1970v3,
IRN,Iran,1970,54,metric tons,coke,Coke,usgs-minerals-yearbook:MYB1970v3,
IRN,Iran,1973,400,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1974,400,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1975v3,
IRN,Iran,1975,400,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1975v3,flag=estimate
IRN,Iran,1976,444,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1977,445,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1978,500,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1980v3,
IRN,Iran,1979,400,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1980v3,flag=estimate
IRN,Iran,1980,400,thousand metric tons,coke,Coke,usgs-minerals-yearbook:MYB1980v3,
