country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,computed
ARG,Argentina,1993,5.7798007557540405,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,1994,5.68143952015995,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,1995,5.76284549024364,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,1996,4.89338277900104,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,1997,4.51496876436704,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,1998,4.39388451986755,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,1999,4.285201193911551,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2000,4.0698036771579895,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2001,4.00710246949338,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2002,4.46885679494062,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2003,4.30795156255064,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2004,3.8354815610454702,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2005,3.4683177780276604,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2006,2.9614274468643402,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2007,2.6820039009593897,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2008,2.47951410684899,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2009,2.56776861997814,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2010,2.4428216294617897,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2011,2.18981461392914,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2012,2.13143597816161,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2013,2.2278489859911597,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2014,2.26006388591143,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
ARG,Argentina,2015,2.05512180882873,,MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),wdi,false
