country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,notes
IRN,Iran,1955,65.0,1000 metric tons,cement,Cement,wb1960-industrial-production-1954-1959,1954/55,
IRN,Iran,1956,131.9,1000 metric tons,cement,Cement,wb1960-industrial-production-1954-1959,1955/56,
IRN,Iran,1957,321.5,1000 metric tons,cement,Cement,wb1960-industrial-production-1954-1959,1956/57,
IRN,Iran,1958,322.0,1000 metric tons,cement,Cement,wb1960-industrial-production-1954-1959,1957/58,
IRN,Iran,1959,410.1,1000 metric tons,cement,Cement,wb1960-industrial-production-1954-1959,1958/59,
IRN,Iran,1961,745,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1965v4,,
IRN,Iran,1962,745,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1965v4,,flag=estimate
IRN,Iran,1963,745,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1965v4,,flag=estimate
IRN,Iran,1964,745,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1965v4,,flag=revised
IRN,Iran,1965,785,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1965v4,,flag=estimate
IRN,Iran,1968,1904,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1970v3,,flag=revised
IRN,Iran,1969,2342,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1970v3,,
IRN,Iran,1970,2577,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1970v3,,flag=estimate
IRN,Iran,1973,3489,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1975v3,,
IRN,Iran,1974,5000,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1975v3,,
IRN,Iran,1975,5500,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1975v3,,flag=preliminary
IRN,Iran,1976,6100,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1980v3,,
IRN,Iran,1977,7256,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1980v3,,
IRN,Iran,1978,12000,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1980v3,,
IRN,Iran,1979,9000,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1980v3,,
IRN,Iran,1980,9000,thousand metric tons,cement_hydraulic,"Cement, hydraulic",usgs-minerals-yearbook:MYB1980v3,,
